rank,token,count,relative_frequency
104,menos,815,0.0009830908375933936
105,está,796,0.0009601721554899894
106,leopoldo,792,0.0009553471697840095
107,mañana,790,0.0009529346769310196
108,estaban,779,0.000939665966239575
109,ahora,777,0.0009372534733865851
110,empezó,774,0.0009336347341071002
111,primera,774,0.0009336347341071002
112,cabeza,772,0.0009312222412541103
113,uno,754,0.0009095098055772009
114,habían,750,0.0009046848198712212
115,cama,741,0.0008938286020327665
116,veces,730,0.0008805598913413219
117,todas,730,0.0008805598913413219
118,cuerpo,728,0.000878147398488332
119,mujer,714,0.0008612599485174025
120,ser,709,0.0008552287163849277
121,tiempo,708,0.0008540224699584327
122,tomás,705,0.0008504037306789479
123,mucho,700,0.000844372498546473
124,mano,699,0.0008431662521199781
125,puerta,691,0.0008335162807080184
126,cosas,683,0.0008238663092960587
127,llegó,678,0.0008178350771635839
128,esposa,675,0.000814216337884099
129,marido,674,0.000813010091457604
130,otra,670,0.0008081851057516243
131,vio,662,0.0007985351343396646
132,madwell,655,0.0007900914093541998
133,vieja,653,0.0007876789165012099
134,tarde,651,0.00078526642364822
135,tuvo,643,0.0007756164522362603
136,wakefield,643,0.0007756164522362603
137,nena,642,0.0007744102058097653
138,tener,641,0.0007732039593832703
139,mundo,636,0.0007671727272507955
140,ellos,632,0.0007623477415448157
141,estar,632,0.0007623477415448157
142,mis,630,0.0007599352486918257
143,tenían,628,0.0007575227558388358
144,días,628,0.0007575227558388358
145,casi,624,0.000752697770132856
146,haciendo,623,0.000751491523706361
147,hubo,612,0.0007382228130149164
148,unas,612,0.0007382228130149164
149,pasar,612,0.0007382228130149164
150,tía,608,0.0007333978273089366
151,nuestra,605,0.0007297790880294517
152,adrianita,601,0.0007249541023234718
153,pasó,596,0.000718922870190997
154,padres,596,0.000718922870190997
155,mirada,591,0.0007128916380585223
156,patio,590,0.0007116853916320273
157,momento,588,0.0007092728987790374
158,iba,586,0.0007068604059260475
159,cuenta,576,0.0006947979416610979
160,sentía,574,0.0006923854488081079
161,venía,574,0.0006923854488081079
162,sino,568,0.0006851479702491382
163,hay,566,0.0006827354773961482
164,alguien,564,0.0006803229845431583
165,sangre,563,0.0006791167381166633
166,ropa,562,0.0006779104916901684
167,solamente,561,0.0006767042452636734
168,tanto,560,0.0006754979988371785
169,benjamín,559,0.0006742917524106835
170,padre,557,0.0006718792595576936
171,quedó,556,0.0006706730131311986
172,silvia,549,0.0006622292881457339
173,perro,546,0.000658610548866249
174,lado,538,0.0006489605774542893
175,alicia,538,0.0006489605774542893
176,tiene,531,0.0006405168524688245
177,madre,526,0.0006344856203363497
178,pudo,525,0.0006332793739098548
179,cómo,525,0.0006332793739098548
180,calle,525,0.0006332793739098548
181,berta,522,0.0006296606346303699
182,mirando,521,0.0006284543882038749
183,mujeres,518,0.00062483564892439
184,siguiente,511,0.0006163919239389254
185,manos,510,0.0006151856775124304
186,fueron,508,0.0006127731846594405
187,hora,503,0.0006067419525269657
188,silencio,501,0.0006043294596739757
189,toda,497,0.0005995044739679959
190,quiso,478,0.0005765857918645916
191,agua,476,0.0005741732990116017
192,algún,473,0.0005705545597321168
193,dio,471,0.0005681420668791269
194,daba,470,0.0005669358204526319
195,muerte,470,0.0005669358204526319
196,espejo,469,0.0005657295740261369
197,trac,469,0.0005657295740261369
198,personas,464,0.0005596983418936621
199,nosotros,463,0.0005584920954671672
200,contra,462,0.0005572858490406722
201,piso,461,0.0005560796026141772
202,cosa,459,0.0005536671097611873
203,halcrow,458,0.0005524608633346924
204,sabía,457,0.0005512546169081974
205,cuatro,456,0.0005500483704817024
206,parece,456,0.0005500483704817024
207,sí,452,0.0005452233847757226
208,idiotas,451,0.0005440171383492276
209,fuera,447,0.0005391921526432478
210,invierno,447,0.0005391921526432478
211,llevar,441,0.000531954674084278
212,ir,441,0.000531954674084278
213,realidad,440,0.000530748427657783
214,hace,439,0.0005295421812312881
215,forma,435,0.0005247171955253082
216,sido,435,0.0005247171955253082
217,pronto,433,0.0005223047026723184
218,idea,430,0.0005186859633928335
219,humberta,430,0.0005186859633928335
220,instante,428,0.0005162734705398436
221,parecía,427,0.0005150672241133486
222,mirar,427,0.0005150672241133486
223,saber,426,0.0005138609776868536
224,terminó,425,0.0005126547312603587
225,medio,425,0.0005126547312603587
226,poder,424,0.0005114484848338637
227,última,423,0.0005102422384073688
228,mazzini,423,0.0005102422384073688
229,embargo,422,0.0005090359919808738
230,muerto,420,0.0005066234991278839
231,decir,416,0.000501798513421904
232,enseguida,416,0.000501798513421904
233,perdido,414,0.0004993860205689141
234,preguntó,412,0.0004969735277159242
235,pie,411,0.0004957672812894292
236,habitación,409,0.0004933547884364393
237,hacía,408,0.0004921485420099443
238,fuerte,405,0.0004885298027304594
239,puso,403,0.0004861173098774695
240,manera,402,0.00048491106345097454
241,lejos,402,0.00048491106345097454
242,hijo,402,0.00048491106345097454
243,sirvienta,399,0.00048129232417148965
